Date,Low,Open,Volume,High,Close,Adjusted_Close
17-09-1997,5.1671462059021,5.1671462059021,29185406,5.436736106872559,5.234542846679688,3.7949368953704834
18-09-1997,5.257009029388428,5.30194091796875,6731884,5.414269924163818,5.414269924163818,3.925233840942383
19-09-1997,5.403037071228027,5.403037071228027,3440221,5.571530818939209,5.436736106872559,3.941520929336548
22-09-1997,5.380571842193604,5.391804218292236,5831072,5.459201812744141,5.391804218292236,3.908947706222534
23-09-1997,5.380571842193604,5.391804218292236,2738601,5.414269924163818,5.391804218292236,3.908947706222534
24-09-1997,5.380571842193604,5.403037071228027,2575576,5.414269924163818,5.391804218292236,3.908947706222534
25-09-1997,5.391804218292236,5.391804218292236,1005971,5.47043514251709,5.47043514251709,3.96595311164856
26-09-1997,5.44796895980835,5.459201812744141,1636372,5.6164631843566895,5.60522985458374,4.063675880432129
29-09-1997,5.6164631843566895,5.6164631843566895,1708148,5.683860778808594,5.683860778808594,4.120680332183838
30-09-1997,5.728792190551758,5.740025043487549,4639263,5.998382091522217,5.818655967712402,4.218405723571777
01-10-1997,5.571530818939209,5.829888820648193,3525907,5.829888820648193,5.571530818939209,4.039245128631592
02-10-1997,5.481667995452881,5.593997001647949,1870617,5.60522985458374,5.549065113067627,4.022956848144531
03-10-1997,5.571530818939209,5.60522985458374,2065357,5.661395072937012,5.6276960372924805,4.079962253570557
06-10-1997,5.60522985458374,5.60522985458374,7842458,5.796189785003662,5.75125789642334,4.16954231262207
07-10-1997,5.504134178161621,5.796189785003662,21602230,5.886053085327148,5.593997001647949,4.055534362792969
08-10-1997,5.481667995452881,5.593997001647949,16664736,5.6164631843566895,5.515367031097412,3.998527765274048
09-10-1997,5.403037071228027,5.504134178161621,12844494,5.75125789642334,5.740025043487549,4.161399841308594
10-10-1997,5.526599884033203,5.549065113067627,10308979,5.740025043487549,5.672627925872803,4.112536907196045
13-10-1997,5.672627925872803,5.683860778808594,10520968,5.762491226196289,5.762491226196289,4.177687168121338
14-10-1997,5.706326007843018,5.717558860778809,17077029,5.829888820648193,5.728792190551758,4.153253555297852
15-10-1997,5.593997001647949,5.593997001647949,9048733,5.717558860778809,5.706326007843018,4.136967182159424
16-10-1997,5.661395072937012,5.75125789642334,9002552,5.77372407913208,5.706326007843018,4.136967182159424
17-10-1997,5.44796895980835,5.6164631843566895,6431428,5.638928890228272,5.60522985458374,4.063675880432129
20-10-1997,5.582764148712158,5.582764148712158,7995468,5.829888820648193,5.796189785003662,4.202118396759033
21-10-1997,5.75125789642334,5.75125789642334,9219548,6.144410133361816,6.032081127166748,4.373134136199951
22-10-1997,5.863586902618408,5.930984973907471,5610738,5.998382091522217,5.930984973907471,4.299840450286865
23-10-1997,5.796189785003662,5.841121196746826,7688892,5.942217826843262,5.930984973907471,4.299840450286865
24-10-1997,5.829888820648193,5.942217826843262,5598497,5.975916862487793,5.930984973907471,4.299840450286865
